client_id,label,usia,gender,jumlah_tanggungan,pendidikan,status_nikah,penghasilan_tahunan,tipe_kartu_kredit,lama_nasabah,jumlah_produk,bulan_nonactive,jumlah_kontak,total_limit_kredit,total_limit_kredit_dipakai,sisa_limit_kredit,rasio_transaksi_Q4_Q1 ,total_transaksi,jumlah_transaksi,rasio_jumlah_transaksi_Q4_Q1,rasio_pemakaian
767023308,0,35,M,3,College,Unknown,$80K - $120K,Silver,29,2,2,2,34516.0,0,34516.0,0.758,12847,106,0.738,0.0
789415983,0,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,3,2,12397.0,1001,11396.0,0.756,1888,42,0.448,0.081
709397508,0,48,M,1,Uneducated,Married,$60K - $80K,Blue,39,2,3,1,8624.0,1709,6915.0,0.967,15738,111,0.82,0.198
780686358,0,41,M,3,Unknown,Married,$60K - $80K,Blue,30,3,1,1,2888.0,1676,1212.0,0.534,3798,58,0.812,0.58
717098208,0,48,M,3,Unknown,Married,$80K - $120K,Blue,41,5,2,2,5848.0,950,4898.0,0.726,1961,51,0.545,0.162
709124883,0,49,M,3,College,Married,$80K - $120K,Blue,37,5,1,2,2149.0,1796,353.0,0.628,5228,93,0.661,0.836
756065433,0,26,M,0,Unknown,Single,$40K - $60K,Blue,19,5,2,2,2187.0,1597,590.0,0.777,2560,46,0.314,0.73
822056583,0,44,F,4,Graduate,Single,$40K - $60K,Blue,40,6,5,3,1572.0,874,698.0,0.947,4996,80,0.739,0.556
779533983,0,47,M,2,College,Divorced,$80K - $120K,Blue,31,3,1,3,5295.0,723,4572.0,0.793,4412,90,0.579,0.137
719704308,0,56,F,4,High School,Married,$40K - $60K,Blue,36,5,1,1,2072.0,1543,529.0,0.486,1265,32,0.391,0.745
714195108,0,45,F,2,Post-Graduate,Single,Unknown,Blue,37,3,3,4,2707.0,1796,911.0,0.597,4077,70,1.059,0.663
717926358,0,46,F,2,Graduate,Single,Less than $40K,Blue,30,3,1,0,5494.0,2142,3352.0,1.014,8328,78,0.733,0.39
714945708,1,33,M,4,College,Single,$40K - $60K,Silver,20,2,1,3,15977.0,0,15977.0,0.702,7745,64,0.684,0.0
714912408,0,45,M,2,Uneducated,Married,$80K - $120K,Blue,37,3,1,1,32275.0,1845,30430.0,0.841,14917,88,0.796,0.057
710670633,0,40,M,4,High School,Married,$60K - $80K,Blue,36,6,3,3,5797.0,1779,4018.0,0.785,2131,33,0.571,0.307
716457783,0,55,F,1,College,Single,Less than $40K,Silver,36,3,1,3,12633.0,1661,10972.0,0.718,14378,98,0.69,0.131
714190983,1,51,F,2,Graduate,Single,Unknown,Platinum,32,2,3,3,34516.0,531,33985.0,0.98,5418,65,0.711,0.015
779951058,0,54,F,3,High School,Married,Unknown,Blue,38,4,2,4,5122.0,1642,3480.0,0.935,1908,39,0.696,0.321
821724483,1,48,M,4,Unknown,Single,$40K - $60K,Blue,43,2,3,2,11272.0,1744,9528.0,0.347,1455,34,0.214,0.155
715233108,0,38,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,2836.0,862,1974.0,0.772,4121,83,0.694,0.304
714946908,0,61,M,1,Uneducated,Single,$40K - $60K,Blue,36,6,1,1,5039.0,1352,3687.0,0.797,3300,68,0.545,0.268
778567983,0,50,F,2,Graduate,Single,$40K - $60K,Blue,43,4,1,3,1438.3,0,1438.3,1.196,4512,77,0.833,0.0
718837683,0,55,M,2,High School,Single,$120K +,Blue,49,6,3,4,3029.0,1505,1524.0,0.56,2394,50,0.471,0.497
818316108,0,43,F,1,Graduate,Married,Less than $40K,Blue,38,2,2,1,2550.0,1421,1129.0,0.819,8063,72,0.714,0.557
708397008,0,54,F,4,Graduate,Married,Unknown,Blue,43,3,2,3,3805.0,821,2984.0,0.807,4326,67,0.811,0.216
712303908,0,47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633.0,1924,709.0,0.806,3407,66,0.535,0.731
710903358,0,65,F,0,Unknown,Single,Less than $40K,Blue,55,5,2,1,6352.0,1386,4966.0,0.5,3709,77,0.604,0.218
714727833,1,41,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2892.0,2517,375.0,0.777,2257,48,0.714,0.87
757753083,0,44,F,0,Graduate,Married,Less than $40K,Silver,36,5,3,2,10110.0,1229,8881.0,0.65,4063,74,0.48,0.122
719788833,0,47,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,10569.0,0,10569.0,0.838,1682,44,1.0,0.0
720939933,1,46,F,4,Unknown,Single,Less than $40K,Blue,33,5,3,5,2879.0,0,2879.0,1.031,4684,56,0.556,0.0
717410508,0,43,M,3,Unknown,Married,$60K - $80K,Silver,30,4,3,4,25856.0,1281,24575.0,0.975,3303,70,0.795,0.05
717916758,0,67,F,0,Unknown,Married,Unknown,Blue,56,4,3,3,10509.0,2388,8121.0,0.777,1365,34,1.429,0.227
819151083,0,46,M,5,High School,Single,$60K - $80K,Blue,41,3,3,4,7478.0,1775,5703.0,0.54,4042,79,0.491,0.237
712367658,0,58,M,1,Uneducated,Single,$80K - $120K,Blue,40,1,3,0,22104.0,1783,20321.0,0.805,13830,112,0.806,0.081
770942283,0,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,3,2,3670.0,0,3670.0,0.797,4811,68,0.889,0.0
717334233,0,54,F,1,Uneducated,Single,$40K - $60K,Blue,43,1,3,2,9525.0,2517,7008.0,0.669,4804,79,0.881,0.264
710401458,0,53,M,3,Unknown,Married,$80K - $120K,Blue,40,2,2,3,16747.0,0,16747.0,0.801,4350,76,0.767,0.0
822984108,0,34,F,4,High School,Single,Less than $40K,Blue,30,4,1,3,3046.0,2279,767.0,0.611,2330,69,0.643,0.748
779166783,0,41,F,4,Unknown,Single,$40K - $60K,Blue,31,5,1,2,2128.0,1383,745.0,0.679,3968,81,0.761,0.65
717237708,0,54,M,2,Post-Graduate,Single,$60K - $80K,Blue,38,3,3,5,14265.0,1878,12387.0,0.847,3982,58,0.871,0.132
709688883,1,45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,3845.0,0,3845.0,0.595,2174,39,0.393,0.0
787596558,0,50,M,1,Uneducated,Married,$120K +,Blue,23,5,2,1,7116.0,981,6135.0,0.858,4748,85,0.735,0.138
719400108,0,53,M,3,Unknown,Single,$80K - $120K,Blue,43,4,3,4,34516.0,1084,33432.0,0.686,14319,124,0.699,0.031
796330983,0,41,F,4,Graduate,Single,Less than $40K,Blue,35,3,1,4,2138.0,1283,855.0,0.645,4785,85,0.518,0.6
720026058,0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,6,1,3,21378.0,1284,20094.0,1.101,3526,64,0.684,0.06
709523508,0,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1,2,11097.0,0,11097.0,0.648,4836,83,0.566,0.0
717986058,0,29,F,0,High School,Single,Less than $40K,Blue,13,6,3,5,5240.0,1608,3632.0,1.243,2712,64,0.778,0.307
718947558,0,32,F,0,High School,Single,Unknown,Blue,21,2,3,1,4251.0,2295,1956.0,0.628,15574,115,0.797,0.54
711089733,0,50,F,2,College,Divorced,Less than $40K,Blue,36,3,3,0,1491.0,0,1491.0,0.876,1058,34,0.889,0.0
779741883,0,47,F,2,Unknown,Single,Less than $40K,Blue,32,6,1,3,2493.0,831,1662.0,0.581,4274,68,0.581,0.333
795684783,0,48,M,4,High School,Single,$60K - $80K,Blue,42,5,4,2,2384.0,1596,788.0,0.831,3149,59,0.903,0.669
711826983,1,47,F,3,Unknown,Married,$40K - $60K,Blue,36,4,3,6,5822.0,0,5822.0,0.655,3240,38,0.652,0.0
713572683,0,44,M,3,High School,Unknown,$60K - $80K,Blue,25,3,3,0,1862.0,0,1862.0,0.883,1226,34,0.789,0.0
710455608,1,40,M,3,High School,Single,$80K - $120K,Blue,36,2,3,2,4620.0,0,4620.0,0.654,6644,61,0.694,0.0
787516908,0,56,F,2,Graduate,Married,Less than $40K,Blue,45,4,3,3,2665.0,1844,821.0,0.554,1880,58,0.758,0.692
779611008,0,29,M,0,Graduate,Married,$40K - $60K,Blue,18,4,3,4,4532.0,0,4532.0,0.734,1885,55,0.528,0.0
717387933,0,49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976.0,2257,719.0,0.75,3837,57,0.781,0.758
827888433,0,43,M,4,Uneducated,Single,$40K - $60K,Blue,39,5,2,2,6648.0,2242,4406.0,0.79,2089,60,0.579,0.337
719245083,0,53,F,1,Uneducated,Single,Less than $40K,Blue,39,4,3,4,1773.0,1539,234.0,0.893,4087,74,0.762,0.868
721246833,0,47,F,3,Unknown,Unknown,Less than $40K,Blue,36,6,2,3,1953.0,1089,864.0,0.859,4636,70,0.707,0.558
721178583,1,37,F,3,Graduate,Unknown,Unknown,Blue,22,2,3,2,5674.0,0,5674.0,0.906,1096,29,0.526,0.0
716479233,0,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080,21,1.333,0.13
713809833,0,42,F,3,Graduate,Unknown,Unknown,Blue,32,2,3,2,9749.0,859,8890.0,0.584,4684,86,0.623,0.088
717125958,0,49,F,3,Unknown,Married,Less than $40K,Blue,38,6,5,1,2652.0,1581,1071.0,0.738,4747,80,0.778,0.596
709959858,0,43,F,4,Graduate,Single,Less than $40K,Blue,32,6,3,4,4341.0,0,4341.0,0.613,3825,63,0.537,0.0
720893958,0,49,F,4,Uneducated,Single,Less than $40K,Blue,36,1,3,3,1544.0,999,545.0,0.786,4215,53,1.12,0.647
780168333,0,39,M,4,Graduate,Married,$120K +,Blue,28,3,2,3,26548.0,1829,24719.0,0.685,3450,83,1.024,0.069
718563483,0,30,M,2,Unknown,Divorced,$120K +,Blue,14,3,2,3,1548.0,0,1548.0,0.828,2611,64,0.455,0.0
713532858,0,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728.0,1386,3342.0,0.756,4077,70,0.628,0.293
789363408,0,44,M,3,High School,Married,$120K +,Silver,34,3,1,2,34516.0,2517,31999.0,0.814,7427,83,0.566,0.073
715315833,0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107,8999.0,0.948,1243,24,1.0,0.19
780068283,0,53,M,1,Graduate,Single,$120K +,Blue,38,4,3,3,1891.0,922,969.0,0.812,3822,69,0.533,0.488
789560433,1,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,42,2,4,2,14895.0,0,14895.0,1.043,5147,53,0.559,0.0
790186458,0,45,M,3,Uneducated,Single,$80K - $120K,Blue,39,3,1,0,17996.0,864,17132.0,0.597,1589,30,0.667,0.048
712405908,0,50,M,2,High School,Unknown,$120K +,Blue,40,1,2,3,24670.0,1623,23047.0,0.791,7772,76,0.652,0.066
769330908,0,49,F,4,High School,Married,Less than $40K,Blue,43,5,3,4,2574.0,1555,1019.0,0.583,4134,62,0.55,0.604
781110408,0,39,F,0,High School,Single,Less than $40K,Blue,23,5,3,2,3279.0,0,3279.0,0.765,5048,75,0.923,0.0
816263808,0,47,M,1,Graduate,Single,$80K - $120K,Blue,31,4,1,2,18026.0,755,17271.0,0.931,2760,56,1.0,0.042
717146208,1,59,F,1,Graduate,Single,Less than $40K,Blue,51,1,4,4,4257.0,2517,1740.0,0.703,2828,50,1.083,0.591
819612933,0,52,M,3,Graduate,Single,$80K - $120K,Blue,47,1,3,3,25410.0,0,25410.0,0.559,5472,70,0.591,0.0
715000383,0,55,M,3,Uneducated,Single,$80K - $120K,Blue,46,4,2,3,13598.0,852,12746.0,0.785,4047,76,0.81,0.063
715971108,0,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051
709103358,0,39,F,2,College,Single,Less than $40K,Blue,36,6,3,3,9476.0,0,9476.0,0.605,1128,27,0.929,0.0
719461008,0,51,M,2,High School,Married,$60K - $80K,Blue,38,5,3,2,22332.0,1748,20584.0,0.841,1318,28,0.647,0.078
708733983,1,50,F,1,Doctorate,Single,$40K - $60K,Blue,36,6,3,2,5349.0,2391,2958.0,0.671,2122,46,0.394,0.447
718518858,0,50,F,3,Graduate,Married,$40K - $60K,Blue,39,4,3,3,1844.0,1388,456.0,0.901,5056,81,0.8,0.753
714941358,1,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,6,4005.0,0,4005.0,0.896,7022,75,0.667,0.0
778968408,0,39,M,2,Doctorate,Single,$60K - $80K,Blue,27,4,1,3,5341.0,0,5341.0,0.771,1955,47,0.808,0.0
708482658,0,41,M,3,Graduate,Married,$80K - $120K,Blue,31,3,2,2,9959.0,1946,8013.0,0.725,15594,114,0.676,0.195
812230308,0,47,M,2,Graduate,Married,$40K - $60K,Blue,42,2,3,3,2430.0,1657,773.0,0.659,8444,100,0.449,0.682
714342033,1,52,M,1,High School,Married,$120K +,Blue,34,2,3,1,34516.0,0,34516.0,1.038,4863,56,0.474,0.0
779805408,0,42,M,3,Unknown,Married,Less than $40K,Silver,31,1,1,1,14630.0,0,14630.0,0.752,8217,99,0.65,0.0
717087858,0,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,1,2146.0,967,1179.0,0.569,4253,74,0.721,0.451
780545133,0,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557.0,985,3572.0,0.592,7333,91,0.596,0.216
714023808,0,42,F,2,Graduate,Married,Unknown,Blue,33,6,1,1,13770.0,2517,11253.0,0.788,1582,36,0.385,0.183
712790358,1,39,F,3,Uneducated,Married,Unknown,Blue,30,6,3,4,3023.0,1348,1675.0,0.358,2219,44,0.63,0.446
715872333,0,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.829,1344,21,1.1,0.11
771561183,1,42,F,4,Graduate,Single,$40K - $60K,Blue,30,6,3,3,13753.0,2517,11236.0,0.652,7464,66,0.692,0.183
758186433,0,37,F,1,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2353.0,1095,1258.0,0.941,5038,84,0.75,0.465
716118633,0,43,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,36,6,1,1,5427.0,2177,3250.0,0.824,4328,73,0.622,0.401
779647608,0,39,M,2,High School,Single,$120K +,Blue,22,5,2,2,26124.0,0,26124.0,0.735,4199,92,0.586,0.0
714514983,0,43,F,5,Graduate,Married,Less than $40K,Blue,35,3,6,4,5438.0,2214,3224.0,0.668,5029,75,0.562,0.407
789293358,0,46,F,3,Graduate,Married,Less than $40K,Blue,35,3,3,4,7578.0,1794,5784.0,0.62,5328,78,0.625,0.237
716218908,0,48,F,4,Doctorate,Single,Unknown,Blue,39,6,1,1,2845.0,919,1926.0,0.652,2635,43,1.263,0.323
708535158,0,39,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,29,1,1,3,9959.0,1501,8458.0,0.822,8505,86,0.536,0.151
716723658,0,37,F,2,Post-Graduate,Single,Less than $40K,Blue,28,1,3,1,3525.0,1519,2006.0,0.685,13625,110,1.0,0.431
708829758,0,41,M,2,High School,Married,$60K - $80K,Blue,36,4,3,2,6062.0,761,5301.0,0.307,3877,66,0.375,0.126
772437633,0,43,M,3,Graduate,Single,$60K - $80K,Blue,33,4,2,3,6854.0,0,6854.0,0.703,4578,72,0.756,0.0
711796683,0,50,F,2,Graduate,Single,Less than $40K,Blue,38,5,4,2,7398.0,1581,5817.0,0.428,4311,73,0.921,0.214
717203958,0,51,M,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,11512.0,988,10524.0,0.569,1842,32,1.133,0.086
826780683,0,40,M,3,Graduate,Married,$60K - $80K,Blue,36,6,2,2,15008.0,0,15008.0,0.784,3943,85,0.771,0.0
778148283,0,48,M,2,Doctorate,Single,$120K +,Blue,41,5,2,1,20148.0,1084,19064.0,0.79,3921,74,0.542,0.054
720164358,1,53,F,4,Graduate,Single,$40K - $60K,Blue,43,1,3,2,6058.0,0,6058.0,0.997,4754,60,0.463,0.0
712516608,0,43,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,3946.0,1275,2671.0,0.647,14822,96,0.811,0.323
713953383,1,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,3,2,2317.0,0,2317.0,0.734,2214,41,0.519,0.0
804437658,0,42,F,3,Doctorate,Married,Less than $40K,Blue,36,4,2,1,9778.0,2154,7624.0,0.5,3413,66,0.692,0.22
720487308,0,49,M,1,High School,Unknown,$60K - $80K,Blue,38,3,3,2,15898.0,0,15898.0,1.049,4184,54,1.077,0.0
772204758,0,42,F,2,Post-Graduate,Unknown,Less than $40K,Blue,31,3,2,2,3809.0,1165,2644.0,0.634,2306,46,0.643,0.306
774172158,0,29,M,1,Unknown,Single,$60K - $80K,Blue,19,3,1,2,23507.0,1990,21517.0,0.631,2650,65,0.912,0.085
708387933,0,49,F,2,Post-Graduate,Married,Less than $40K,Blue,37,2,1,2,5500.0,0,5500.0,0.675,14357,110,0.618,0.0
708797583,1,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672.0,0,2672.0,1.038,2576,39,0.5,0.0
716971833,0,40,F,2,Uneducated,Married,Unknown,Blue,29,5,3,3,13126.0,0,13126.0,0.725,4496,61,0.848,0.0
714147858,0,44,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,18358.0,1044,17314.0,0.524,3920,85,0.491,0.057
794843883,0,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202,33314.0,0.603,1353,33,0.737,0.035
817041408,0,56,F,3,High School,Married,Unknown,Blue,41,3,2,3,4169.0,1549,2620.0,0.768,4519,82,0.708,0.372
719910333,0,43,F,3,Unknown,Unknown,Less than $40K,Blue,36,4,4,2,5853.0,1190,4663.0,0.936,3595,80,0.667,0.203
718622658,0,45,M,4,High School,Single,$80K - $120K,Blue,34,3,2,3,15913.0,1696,14217.0,0.632,4472,86,0.792,0.107
719146008,1,48,M,3,Graduate,Married,$80K - $120K,Blue,39,4,4,3,18672.0,2517,16155.0,0.799,1126,35,0.591,0.135
720818658,0,50,F,1,Uneducated,Married,Less than $40K,Blue,38,3,3,3,1438.3,0,1438.3,0.679,4594,86,0.72,0.0
719182308,0,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2096.0,1567,529.0,0.778,1559,49,1.042,0.748
710940183,1,49,F,3,Graduate,Married,Less than $40K,Blue,38,6,3,2,2185.0,0,2185.0,0.727,715,20,0.818,0.0
804434058,0,47,M,1,College,Married,$60K - $80K,Silver,42,6,4,2,27437.0,0,27437.0,0.872,4660,79,0.681,0.0
719601708,0,45,M,3,College,Single,$60K - $80K,Blue,35,1,1,2,10699.0,1099,9600.0,0.661,5052,61,0.694,0.103
780662133,0,39,M,2,Uneducated,Married,$60K - $80K,Blue,28,6,3,5,3257.0,2517,740.0,0.539,1534,35,0.591,0.773
714042108,0,59,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,2,2,11000.0,1013,9987.0,0.697,7302,86,0.654,0.092
788771733,0,49,M,4,High School,Single,$60K - $80K,Blue,30,5,3,3,1579.0,900,679.0,0.592,4354,70,0.707,0.57
712341933,0,39,M,1,Graduate,Single,$60K - $80K,Gold,36,1,3,2,34516.0,1662,32854.0,0.751,13578,105,0.615,0.048
716989683,0,56,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,3,3,4480.0,2465,2015.0,0.772,3331,74,0.682,0.55
711957708,0,38,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,4,2717.0,1591,1126.0,1.596,2064,33,1.062,0.586
787348608,0,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46
709864833,0,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,2,0,8077.0,1965,6112.0,0.637,1329,26,0.444,0.243
715193433,0,61,F,0,High School,Single,Unknown,Blue,51,4,2,2,8476.0,0,8476.0,0.675,3889,67,0.489,0.0
719324658,0,27,M,0,College,Unknown,$80K - $120K,Silver,19,1,1,3,34516.0,1131,33385.0,0.715,14716,112,0.75,0.033
717553683,0,52,F,1,Unknown,Married,Less than $40K,Blue,36,1,1,3,3040.0,2517,523.0,0.774,4608,61,1.033,0.828
711637458,1,44,F,3,High School,Single,Less than $40K,Blue,36,2,3,3,2228.0,0,2228.0,0.686,2523,45,0.607,0.0
711676908,0,51,F,3,College,Married,Unknown,Blue,36,3,2,3,12605.0,1449,11156.0,0.703,1870,56,0.647,0.115
815484783,0,57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,3,8377.0,1211,7166.0,0.813,1797,44,1.2,0.145
712006308,0,45,F,0,College,Divorced,Less than $40K,Blue,35,6,1,3,5923.0,1686,4237.0,0.702,1236,35,0.591,0.285
789344358,0,57,F,1,Unknown,Married,Less than $40K,Blue,47,4,1,3,3416.0,2468,948.0,0.598,1536,42,0.556,0.722
809990883,0,48,F,3,Graduate,Single,Less than $40K,Blue,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732
718866633,0,46,M,2,College,Married,$80K - $120K,Blue,36,5,4,2,33142.0,0,33142.0,0.846,4347,63,0.575,0.0
815015283,0,43,F,4,Graduate,Married,Less than $40K,Blue,38,4,2,2,2655.0,1650,1005.0,0.701,4025,62,0.59,0.621
711152658,0,44,M,4,Graduate,Single,$120K +,Silver,36,2,2,1,34516.0,1635,32881.0,0.768,7219,86,0.564,0.047
780604083,0,49,M,1,Unknown,Single,$60K - $80K,Blue,37,1,2,2,18349.0,1209,17140.0,0.738,16422,110,0.803,0.066
768949983,0,31,F,2,Unknown,Single,Unknown,Blue,25,5,3,1,3288.0,2495,793.0,0.805,4370,83,0.886,0.759
718364283,0,43,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2,4,19711.0,0,19711.0,1.037,3602,72,1.0,0.0
772268058,0,46,F,4,Uneducated,Single,Less than $40K,Blue,35,5,2,3,2722.0,1473,1249.0,0.737,3129,69,0.683,0.541
710484408,1,39,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3,3,8700.0,1742,6958.0,0.454,2306,50,0.613,0.2
708820308,0,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399.0,2505,10894.0,0.627,1326,31,0.824,0.187
715215108,0,54,F,2,Unknown,Married,Less than $40K,Blue,46,4,3,3,2611.0,1573,1038.0,0.902,4899,68,0.581,0.602
772220433,0,44,M,3,College,Unknown,$60K - $80K,Blue,33,6,3,2,15468.0,1187,14281.0,0.93,4484,81,0.841,0.077
716512383,0,39,F,2,High School,Married,Less than $40K,Blue,36,1,3,1,2816.0,2517,299.0,0.742,4817,87,0.776,0.894
719660658,0,37,F,1,High School,Single,Unknown,Blue,36,6,2,2,16594.0,1931,14663.0,0.702,2134,47,0.808,0.116
716537433,0,50,F,2,College,Married,$40K - $60K,Blue,36,5,4,1,2428.0,2005,423.0,0.835,5170,68,0.659,0.826
787565433,0,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,43,4,2,4,4039.0,1397,2642.0,0.396,1494,36,0.286,0.346
721080183,0,33,F,1,Graduate,Single,$40K - $60K,Blue,20,2,2,3,4883.0,0,4883.0,0.724,4613,82,1.0,0.0
779425608,0,50,F,1,Unknown,Single,Unknown,Blue,32,6,1,4,5916.0,983,4933.0,0.761,3752,75,0.974,0.166
770560683,0,51,M,1,Graduate,Married,$120K +,Gold,37,2,3,1,34516.0,2417,32099.0,0.947,13021,117,0.625,0.07
709679658,0,58,F,2,Graduate,Single,$40K - $60K,Blue,50,4,3,3,5386.0,0,5386.0,0.777,4846,84,0.68,0.0
711310908,0,53,F,4,College,Married,Less than $40K,Blue,36,4,1,3,2972.0,2160,812.0,0.956,2552,62,0.676,0.727
779833908,0,40,F,2,Graduate,Divorced,Unknown,Blue,23,6,2,1,18332.0,1376,16956.0,0.6,4095,67,0.675,0.075
715958583,0,56,F,2,High School,Married,Less than $40K,Blue,43,1,2,2,2041.0,1158,883.0,0.563,3588,63,0.432,0.567
757786608,0,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,24,2,3,2,4178.0,2463,1715.0,0.815,16216,107,0.814,0.59
711802758,0,63,M,1,Graduate,Married,$40K - $60K,Blue,53,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309
778847808,0,42,F,4,Graduate,Married,$40K - $60K,Blue,23,1,2,3,2647.0,1245,1402.0,0.712,4911,82,0.864,0.47
770717883,0,42,F,2,College,Married,$40K - $60K,Blue,28,6,2,1,1820.0,0,1820.0,0.658,4592,67,0.811,0.0
710335983,0,57,F,0,High School,Divorced,Less than $40K,Blue,36,5,1,3,3532.0,869,2663.0,1.038,4297,64,0.778,0.246
708582858,0,38,M,3,Graduate,Single,$60K - $80K,Blue,25,3,3,4,18293.0,0,18293.0,0.571,2958,63,0.432,0.0
709012083,0,39,M,1,Uneducated,Married,Less than $40K,Blue,28,3,3,4,4683.0,2514,2169.0,0.58,2010,45,0.731,0.537
709857033,0,60,F,1,College,Single,$40K - $60K,Blue,50,5,1,3,1438.3,0,1438.3,0.578,4148,84,0.714,0.0
772879158,0,47,M,5,High School,Married,$60K - $80K,Blue,38,4,1,2,7357.0,1069,6288.0,0.77,3943,64,0.641,0.145
715732533,1,52,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,3,9375.0,1625,7750.0,0.532,2108,51,0.5,0.173
820906233,0,45,M,2,Graduate,Married,$40K - $60K,Blue,41,5,2,2,8532.0,2165,6367.0,0.707,3242,63,0.75,0.254
711070683,0,48,F,3,Post-Graduate,Married,$40K - $60K,Blue,37,4,1,2,6725.0,493,6232.0,0.72,13891,106,0.606,0.073
788862333,0,38,F,3,Uneducated,Married,Less than $40K,Blue,23,6,2,2,5645.0,0,5645.0,1.05,1527,32,0.455,0.0
710500983,1,43,M,2,College,Single,$80K - $120K,Blue,34,2,4,3,4617.0,1035,3582.0,0.36,1779,35,0.591,0.224
772236108,0,40,F,1,Graduate,Married,Unknown,Blue,29,5,1,3,8398.0,1892,6506.0,0.861,1489,29,0.526,0.225
718342158,1,38,F,4,Graduate,Single,Less than $40K,Blue,26,2,2,2,4391.0,1933,2458.0,0.579,1849,36,0.385,0.44
715870758,0,35,M,4,Graduate,Married,$120K +,Blue,30,4,3,4,34516.0,1018,33498.0,1.129,2350,55,0.774,0.029
714928158,0,60,M,0,High School,Single,$80K - $120K,Silver,36,1,2,3,34516.0,806,33710.0,0.755,13434,102,0.672,0.023
789507408,0,48,F,3,College,Unknown,Unknown,Blue,40,2,6,1,2337.0,0,2337.0,0.586,5203,90,0.765,0.0
716632758,0,49,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843
753365883,1,44,F,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900.0,0,1900.0,0.864,2298,45,0.452,0.0
717756258,0,49,M,2,Unknown,Married,$120K +,Blue,38,3,6,3,16494.0,1158,15336.0,0.692,7761,84,0.647,0.07
717642633,0,51,M,2,Graduate,Married,$60K - $80K,Blue,40,3,3,3,3750.0,1801,1949.0,0.889,17995,116,0.657,0.48
720904233,0,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3,3,2,16033.0,560,15473.0,0.963,1158,31,1.067,0.035
817958733,0,42,F,2,Uneducated,Married,Unknown,Blue,37,6,1,1,5099.0,958,4141.0,0.607,4025,73,0.521,0.188
712788258,0,48,M,3,College,Married,$40K - $60K,Blue,34,2,2,1,1913.0,1405,508.0,0.699,7265,80,0.905,0.734
713613258,0,46,M,4,High School,Single,$80K - $120K,Blue,36,6,1,2,1438.3,0,1438.3,0.746,4461,71,0.821,0.0
708704433,0,36,F,3,High School,Single,Unknown,Blue,23,6,3,4,2804.0,2090,714.0,1.248,2812,77,1.081,0.745
